index,title,url,site,category,language,course_type,subcategory,intro,duration_seconds,rating
4713,Apprendre par le jeu avec les LEGO® Braille Bricks,https://www.futurelearn.com/courses/learning-through-play-with-lego-braille-bricks-french,Future Learn,Non defined,Non defined,Non defined,Non defined,Educators are currently active on this course,288000,2.5
4720,Becoming a Better Music Teacher,https://www.futurelearn.com/courses/becoming-a-better-music-teacher,Future Learn,Non defined,Non defined,Non defined,Non defined,Improve your teaching strategies and skills as a music teacher or vocal coach with this ABRSM online course.,180000,2.5
4721,Creating Apps in the Classroom,https://www.futurelearn.com/courses/creating-apps-classroom,Future Learn,Non defined,Non defined,Non defined,Non defined,Find out how to create your own educational apps to support learning activities in your classroom. ,72000,2.5
4724,Teaching Phonics in Early Childhood,https://www.futurelearn.com/courses/teaching-phonics,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn what phonics is and how to teach it in the early years,72000,2.5
4728,World Class Maths: Asian Teaching Methods,https://www.futurelearn.com/courses/asian-maths-teaching-methods,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn the key principles of Asian maths education, why they’re so effective, and how to apply them to your own practice.",144000,2.5
4729,World Class Maths: Asian Teaching Practice,https://www.futurelearn.com/courses/world-class-maths-practice,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover effective teaching methods used in Asian classrooms and learn how to incorporate them into your maths lesson plans.,144000,2.5
4732,Using Technology in Evidence-Based Teaching and Learning,https://www.futurelearn.com/courses/technology-teaching-learning,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore effective research-informed ways of using technology to support teaching and learning in the classroom.,144000,2.5
4733,Our Solar System and Beyond: Teaching Primary Science,https://www.futurelearn.com/courses/primary-science,Future Learn,Non defined,Non defined,Non defined,Non defined,Improve your knowledge of space science to help you deliver primary science lessons that are out of this world.,108000,2.5
4737,Supporting Successful Learning in Primary School,https://www.futurelearn.com/courses/supporting-learning-primary,Future Learn,Non defined,Non defined,Non defined,Non defined,"Build your understanding of learning and teaching to gain confidence in supporting children in school as a teaching assistant._x000D_
",144000,2.5
4738,Understanding and Teaching Evolution,https://www.futurelearn.com/courses/understanding-evolution,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn key concepts in biological evolution and find out how to integrate them into the classroom.,108000,2.5
4740,Digital Transformation in the Classroom,https://www.futurelearn.com/courses/digital-transformation-classroom,Future Learn,Non defined,Non defined,Non defined,Non defined,Adapt your teaching methods to the digital world and enable digital transformation in schools with this digital learning course.,108000,2.5
4741,Education Research that Matters: Applying Research to Your Teaching Practice,https://www.futurelearn.com/courses/finding-and-reading-research,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover effective research methods and learn how to make use of education research in your role as a teacher or educator.,144000,2.5
4742,Becoming a Teacher,https://www.futurelearn.com/courses/thinking-about-teaching,Future Learn,Non defined,Non defined,Non defined,Non defined,Take your first steps towards teaching with this practical course exploring the basics of what it means to become a teacher.,144000,2.5
4743,Interdisciplinary Learning: Working Across Disciplines,https://www.futurelearn.com/courses/interdisciplinary-learning-working-across-disciplines,Future Learn,Non defined,Non defined,Non defined,Non defined,Thinking of doing an interdisciplinary degree? Learn how to study and work in an interdisciplinary environment.,72000,2.5
4746,Educational Leadership: Improving Schools through Effective Leadership,https://www.futurelearn.com/courses/educational-leadership-improving-schools-effective-leadership,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore your leadership style, with the chance to grow the skills you need to be a great leader in education.",72000,2.5
4748,Global Education for Teachers,https://www.futurelearn.com/courses/global-education-for-teachers,Future Learn,Non defined,Non defined,Non defined,Non defined,Discover key issues in global citizenship education and learn how to prepare your students for the global challenges of tomorrow.,108000,2.5
4752,Teaching Migration Through Data and Storytelling,https://www.futurelearn.com/courses/teaching-migration-through-data-and-storytelling,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore how migration can be taught using both visual storytelling and big data sets.,108000,2.5
4756,Key Ideas in Mentoring Mathematics Teachers,https://www.futurelearn.com/courses/key-ideas-in-mentoring-mathematics-teachers,Future Learn,Non defined,Non defined,Non defined,Non defined,Develop as a mentor of early career maths teachers through engagement with robust and up-to-date mathematics education research.,180000,2.5
4757,Blended Learning Essentials: Developing Digital Skills,https://www.futurelearn.com/courses/blended-learning-digital-skills,Future Learn,Non defined,Non defined,Non defined,Non defined,"17,373 enrolled on this course",72000,2.5
4758,Blended Learning Essentials: Digitally-Enriched Apprenticeships,https://www.futurelearn.com/courses/blended-learning-digitally-enriched-apprenticeships,Future Learn,Non defined,Non defined,Non defined,Non defined,A CPD course for apprenticeship providers looking to enhance their courses with digital technology for the modern workplace.,72000,2.5
4762,Measuring What Matters: Transforming Assessment and Recognition of Complex Learning Competencies,https://www.futurelearn.com/courses/measuring-what-matters,Future Learn,Non defined,Non defined,Non defined,Non defined,"1,269 enrolled on this course",108000,2.5
4771,Google for Education: How to Promote Group Work and Inspire Creativity,https://www.futurelearn.com/courses/google-for-education-promote-group-work-inspire-creativity-sc,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn how to create a collaborative environment between you and your students to help improve group work and engagement.,108000,2.5
4786,Innovative Teaching: Engaging Adult Learners with Active Learning,https://www.futurelearn.com/courses/engaging-adult-learners-with-active-learning,Future Learn,Non defined,Non defined,Non defined,Non defined,"Discover the power of active participation in adult learning, encouraging teamwork and collaboration among students.",144000,2.5
4788,Teaching the Holocaust: Innovative Approaches to the Challenges We Face,https://www.futurelearn.com/courses/holocaust-teaching,Future Learn,Non defined,Non defined,Non defined,Non defined,"Explore history, delve into pedagogical challenges revealed by research, and find practical solutions for teaching the Holocaust.",108000,2.5
4793,How to Succeed as a Newly Qualified Teacher,https://www.futurelearn.com/courses/succeed-as-a-new-teacher,Future Learn,Non defined,Non defined,Non defined,Non defined,Learn management strategies and skills to support yourself as a newly qualified teacher in your first teaching post and beyond.,108000,2.5
4795,Becoming a Student Assistant: Teaching and Mentoring,https://www.futurelearn.com/courses/students-higher-education,Future Learn,Non defined,Non defined,Non defined,Non defined,"Learn how to be professionally involved in teaching, support and governing of higher education institutions. ",180000,2.5
4797,Supporting Early Career Teacher Development with the Early Career Framework,https://www.futurelearn.com/courses/early-career-teacher-induction-getting-ready-for-the-early-career-framework-england-,Future Learn,Non defined,Non defined,Non defined,Non defined,Explore how findings from research and practice can help you to prepare for the Early Career Framework.,108000,2.5
4798,Preparing for Teaching,https://www.futurelearn.com/courses/preparing-for-teaching,Future Learn,Non defined,Non defined,Non defined,Non defined,Prepare for a career in teaching by learning the qualities of a good teacher and reflecting on your own experiences of education.,108000,2.5
